trial_index,condition_name,total_signals,sifted_key_length,sifting_ratio,test_bits,estimated_qber,actual_qber,estimated_error_count,actual_error_count,corrected_bits,reconciliation_leakage,reconciled_key_length,final_key_length,final_key_rate,compression_ratio,accepted,final_keys_match,reconciliation_matched,z_basis_sifted_length,z_basis_qber,x_basis_sifted_length,x_basis_qber,qber_ci_lower,qber_ci_upper
14,Full Eve (100% Intercept),1200,607,0.5058333333333334,121,0.23140495867768596,0.24382207578253706,28,148,0,0,0,0,0.0,0.0,False,False,False,299,0.22742474916387959,308,0.2597402597402597,0.16523136602912736,0.31410826509968326
15,Full Eve (100% Intercept),1200,609,0.5075,122,0.18032786885245902,0.22824302134646962,22,139,0,0,0,0,0.0,0.0,False,False,False,316,0.22468354430379747,293,0.23208191126279865,0.1222092022264004,0.2579632724813291
16,Full Eve (100% Intercept),1200,597,0.4975,119,0.17647058823529413,0.2629815745393635,21,157,0,0,0,0,0.0,0.0,False,False,False,267,0.27715355805243447,330,0.2515151515151515,0.11841874530971618,0.2547570477880094
17,Full Eve (100% Intercept),1200,583,0.48583333333333334,117,0.26495726495726496,0.23842195540308747,31,139,0,0,0,0,0.0,0.0,False,False,False,282,0.2695035460992908,301,0.20930232558139536,0.19339151004200789,0.35146668236355055
18,Full Eve (100% Intercept),1200,586,0.48833333333333334,117,0.20512820512820512,0.2713310580204778,24,159,0,0,0,0,0.0,0.0,False,False,False,274,0.2773722627737226,312,0.266025641025641,0.14189945306384225,0.28710446104494924
19,Full Eve (100% Intercept),1200,585,0.4875,117,0.1794871794871795,0.24957264957264957,21,146,0,0,0,0,0.0,0.0,False,False,False,301,0.2558139534883721,284,0.24295774647887325,0.1204989935741263,0.25885308697890796
20,Full Eve (100% Intercept),1200,610,0.5083333333333333,122,0.1721311475409836,0.25245901639344265,21,154,0,0,0,0,0.0,0.0,False,False,False,297,0.24242424242424243,313,0.26198083067092653,0.11542980868980691,0.24884965254889002
21,Full Eve (100% Intercept),1200,599,0.49916666666666665,120,0.19166666666666668,0.2337228714524207,23,140,0,0,0,0,0.0,0.0,False,False,False,285,0.24210526315789474,314,0.22611464968152867,0.13125025924950934,0.27121156004202457
22,Full Eve (100% Intercept),1200,606,0.505,121,0.19834710743801653,0.22937293729372937,24,139,0,0,0,0,0.0,0.0,False,False,False,283,0.254416961130742,323,0.20743034055727555,0.13706808314327473,0.27819027181677414
23,Full Eve (100% Intercept),1200,599,0.49916666666666665,120,0.275,0.2587646076794658,33,155,0,0,0,0,0.0,0.0,False,False,False,293,0.22525597269624573,306,0.2908496732026144,0.20302896661264852,0.3609296582757681
