trial_index,condition_name,total_signals,sifted_key_length,sifting_ratio,test_bits,estimated_qber,actual_qber,estimated_error_count,actual_error_count,corrected_bits,reconciliation_leakage,reconciled_key_length,final_key_length,final_key_rate,compression_ratio,accepted,final_keys_match,reconciliation_matched,z_basis_sifted_length,z_basis_qber,x_basis_sifted_length,x_basis_qber,qber_ci_lower,qber_ci_upper
4,Eve_0.25_Noise_0.10,1000,490,0.49,98,0.10204081632653061,0.09387755102040816,10,46,34,236,392,0,0.0,0.0,False,False,False,234,0.09401709401709402,256,0.09375,0.05637600332589365,0.17772766228115824
0,Eve_0.25_Noise_0.15,1000,512,0.512,102,0.17647058823529413,0.130859375,18,67,0,0,0,0,0.0,0.0,False,False,False,258,0.1511627906976744,254,0.11023622047244094,0.11464315184549347,0.261782676602218
1,Eve_0.25_Noise_0.15,1000,506,0.506,101,0.0891089108910891,0.11857707509881422,9,60,49,299,405,0,0.0,0.0,False,False,False,260,0.12692307692307692,246,0.10975609756097561,0.04758923777198751,0.16073921421997342
2,Eve_0.25_Noise_0.15,1000,463,0.463,93,0.07526881720430108,0.13174946004319654,7,61,40,253,370,0,0.0,0.0,False,False,False,223,0.11659192825112108,240,0.14583333333333334,0.03693668398168047,0.1472970010325892
3,Eve_0.25_Noise_0.15,1000,508,0.508,102,0.08823529411764706,0.08464566929133858,9,43,34,240,406,1,0.001,0.0024630541871921183,True,True,True,252,0.07936507936507936,256,0.08984375,0.04711555975757313,0.1592445855395142
4,Eve_0.25_Noise_0.15,1000,471,0.471,94,0.13829787234042554,0.11252653927813164,13,53,0,0,0,0,0.0,0.0,False,False,False,231,0.12121212121212122,240,0.10416666666666667,0.08263778119593643,0.22236031654688312
0,Eve_0.25_Noise_0.20,1000,496,0.496,99,0.1414141414141414,0.1350806451612903,14,67,0,0,0,0,0.0,0.0,False,False,False,259,0.12355212355212356,237,0.14767932489451477,0.08614485607449507,0.2234720939943508
1,Eve_0.25_Noise_0.20,1000,483,0.483,97,0.1958762886597938,0.14906832298136646,19,72,0,0,0,0,0.0,0.0,False,False,False,237,0.1518987341772152,246,0.14634146341463414,0.12913940356821546,0.2857837769372578
2,Eve_0.25_Noise_0.20,1000,521,0.521,104,0.14423076923076922,0.15355086372360843,15,80,0,0,0,0,0.0,0.0,False,False,False,271,0.14391143911439114,250,0.164,0.08939607699457373,0.22441142515505547
3,Eve_0.25_Noise_0.20,1000,467,0.467,93,0.17204301075268819,0.17130620985010706,16,80,0,0,0,0,0.0,0.0,False,False,False,247,0.12955465587044535,220,0.21818181818181817,0.1087656386118496,0.2613388523485358
4,Eve_0.25_Noise_0.20,1000,503,0.503,101,0.22772277227722773,0.15109343936381708,23,76,0,0,0,0,0.0,0.0,False,False,False,261,0.12643678160919541,242,0.17768595041322313,0.1568082705601503,0.31859010124175163
0,Eve_0.50_Noise_0.00,1000,524,0.524,105,0.17142857142857143,0.13358778625954199,18,70,0,0,0,0,0.0,0.0,False,False,False,257,0.13618677042801555,267,0.13108614232209737,0.11127785378367308,0.25477253962688484
1,Eve_0.50_Noise_0.00,1000,489,0.489,98,0.12244897959183673,0.12678936605316973,12,62,0,0,0,0,0.0,0.0,False,False,False,249,0.11244979919678715,240,0.14166666666666666,0.07145200242109419,0.201928398283032
2,Eve_0.50_Noise_0.00,1000,523,0.523,105,0.1523809523809524,0.16061185468451242,16,84,0,0,0,0,0.0,0.0,False,False,False,263,0.155893536121673,260,0.16538461538461538,0.09602664318525667,0.2332730483940293
3,Eve_0.50_Noise_0.00,1000,501,0.501,100,0.07,0.1217564870259481,7,61,48,296,401,0,0.0,0.0,False,False,False,256,0.1171875,245,0.12653061224489795,0.03431926106727268,0.137495147390735
4,Eve_0.50_Noise_0.00,1000,530,0.53,106,0.09433962264150944,0.12452830188679245,10,66,50,306,424,0,0.0,0.0,False,False,False,266,0.10902255639097744,264,0.14015151515151514,0.052052502653285114,0.165000867510098
0,Eve_0.50_Noise_0.05,1000,520,0.52,104,0.125,0.13076923076923078,13,68,0,0,0,0,0.0,0.0,False,False,False,258,0.12015503875968993,262,0.14122137404580154,0.07452602523780914,0.2021899905415298
1,Eve_0.50_Noise_0.05,1000,501,0.501,100,0.11,0.12574850299401197,11,63,44,276,401,0,0.0,0.0,False,False,False,248,0.12903225806451613,253,0.1225296442687747,0.06254196357064568,0.18631296503080313
2,Eve_0.50_Noise_0.05,1000,494,0.494,99,0.08080808080808081,0.1417004048582996,8,70,46,283,395,0,0.0,0.0,False,False,False,259,0.138996138996139,235,0.14468085106382977,0.041514402502911794,0.15141808842264048
3,Eve_0.50_Noise_0.05,1000,504,0.504,101,0.18811881188118812,0.15079365079365079,19,76,0,0,0,0,0.0,0.0,False,False,False,245,0.17959183673469387,259,0.12355212355212356,0.12387125256857148,0.27522142785906156
4,Eve_0.50_Noise_0.05,1000,523,0.523,105,0.14285714285714285,0.1586998087954111,15,83,0,0,0,0,0.0,0.0,False,False,False,269,0.1970260223048327,254,0.11811023622047244,0.0885248083936459,0.22239953227000403
0,Eve_0.50_Noise_0.10,1000,514,0.514,103,0.13592233009708737,0.1867704280155642,14,96,0,0,0,0,0.0,0.0,False,False,False,271,0.16974169741697417,243,0.205761316872428,0.08272425995347081,0.2153010494363215
1,Eve_0.50_Noise_0.10,1000,517,0.517,103,0.14563106796116504,0.13539651837524178,15,70,0,0,0,0,0.0,0.0,False,False,False,271,0.14760147601476015,246,0.12195121951219512,0.09028468185547257,0.22645995261725865
2,Eve_0.50_Noise_0.10,1000,496,0.496,99,0.1717171717171717,0.16330645161290322,17,81,0,0,0,0,0.0,0.0,False,False,False,257,0.17509727626459143,239,0.1506276150627615,0.11006660978136851,0.2578925698591243
3,Eve_0.50_Noise_0.10,1000,504,0.504,101,0.1188118811881188,0.13095238095238096,12,66,0,0,0,0,0.0,0.0,False,False,False,264,0.13257575757575757,240,0.12916666666666668,0.06928719446185173,0.19627052606081086
4,Eve_0.50_Noise_0.10,1000,506,0.506,101,0.2079207920792079,0.18379446640316205,21,93,0,0,0,0,0.0,0.0,False,False,False,251,0.16334661354581673,255,0.20392156862745098,0.14020802862382942,0.29703749749093805
0,Eve_0.50_Noise_0.15,1000,519,0.519,104,0.17307692307692307,0.18304431599229287,18,95,0,0,0,0,0.0,0.0,False,False,False,262,0.15267175572519084,257,0.2140077821011673,0.1123774216876554,0.2570673100174093
1,Eve_0.50_Noise_0.15,1000,480,0.48,96,0.14583333333333334,0.16458333333333333,14,79,0,0,0,0,0.0,0.0,False,False,False,232,0.21120689655172414,248,0.12096774193548387,0.08890205780138637,0.23001815026446726
2,Eve_0.50_Noise_0.15,1000,503,0.503,101,0.21782178217821782,0.18687872763419483,22,94,0,0,0,0,0.0,0.0,False,False,False,260,0.20384615384615384,243,0.16872427983539096,0.14847681268900093,0.30784513626933374
3,Eve_0.50_Noise_0.15,1000,512,0.512,102,0.18627450980392157,0.166015625,19,85,0,0,0,0,0.0,0.0,False,False,False,258,0.16666666666666666,254,0.16535433070866143,0.12262079699482112,0.27270121846962636
4,Eve_0.50_Noise_0.15,1000,491,0.491,98,0.12244897959183673,0.18329938900203666,12,90,0,0,0,0,0.0,0.0,False,False,False,266,0.19924812030075187,225,0.16444444444444445,0.07145200242109419,0.201928398283032
0,Eve_0.50_Noise_0.20,1000,496,0.496,99,0.20202020202020202,0.19556451612903225,20,97,0,0,0,0,0.0,0.0,False,False,False,240,0.1875,256,0.203125,0.13475729804135694,0.2915441111707826
1,Eve_0.50_Noise_0.20,1000,499,0.499,100,0.17,0.18637274549098196,17,93,0,0,0,0,0.0,0.0,False,False,False,249,0.18072289156626506,250,0.192,0.10893566114059931,0.25548004767601123
2,Eve_0.50_Noise_0.20,1000,530,0.53,106,0.16037735849056603,0.2037735849056604,17,108,0,0,0,0,0.0,0.0,False,False,False,279,0.1863799283154122,251,0.22310756972111553,0.10261020166712782,0.2418995966091929
3,Eve_0.50_Noise_0.20,1000,471,0.471,94,0.26595744680851063,0.21019108280254778,25,99,0,0,0,0,0.0,0.0,False,False,False,233,0.22746781115879827,238,0.19327731092436976,0.18711610480785898,0.3631767819669066
4,Eve_0.50_Noise_0.20,1000,498,0.498,100,0.27,0.178714859437751,27,89,0,0,0,0,0.0,0.0,False,False,False,242,0.1859504132231405,256,0.171875,0.1926958414957634,0.36432116767944994
0,Eve_0.75_Noise_0.00,1000,494,0.494,99,0.29292929292929293,0.23279352226720648,29,115,0,0,0,0,0.0,0.0,False,False,False,244,0.25,250,0.216,0.2123663249451079,0.3889617729819722
1,Eve_0.75_Noise_0.00,1000,493,0.493,99,0.1717171717171717,0.19066937119675456,17,94,0,0,0,0,0.0,0.0,False,False,False,249,0.17269076305220885,244,0.20901639344262296,0.11006660978136851,0.2578925698591243
